batter,Name,launch_angle,launch_speed,bat_speed,release_speed,squared_up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663656,Kyle Tucker,23,92,74.6428,92.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664034,Ty France,10,92.1,64.8997,94.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677347,Kyren Paris,-20,100.2,71.862,94.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622534,Manuel Margot,69,67.1,70.2125,95.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664728,Kyle Isbel,-70,68.1,71.2536,94.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624413,Pete Alonso,7,99.8,73.8161,81.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650402,Gleyber Torres,76,55.2,62.0971,72.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596019,Francisco Lindor,10,89.8,66.4346,79.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664913,Seth Brown,-4,99.7,73.5381,89.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650489,Willi Castro,42,74.7,69.828,94.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543877,Christian Vazquez,15,99.2,69.0366,80.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668709,J.J. Bleday,6,91.1,66.9828,97,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595879,Javier Baez,49,67,67.8347,94.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518934,DJ LeMahieu,-19,99.4,69.1729,85.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687401,Joey Ortiz,44,91.3,80.316,87.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647351,Abraham Toro,-20,97.6,65.5777,85.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666971,Lourdes Gurriel Jr.,83,80.7,72.7998,96.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514888,Jose Altuve,38,97.9,70.541,92.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621020,Dansby Swanson,14,95.3,66.8749,89.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657041,Lane Thomas,32,59.1,63.8101,97.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606466,Ketel Marte,30,102.5,68.4716,95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621043,Carlos Correa,-5,87.4,85.8737,93.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519317,Giancarlo Stanton,-23,100.9,81.2066,85.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663656,Kyle Tucker,9,96.5,75.9049,89.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668709,J.J. Bleday,2,103.4,74.0187,93.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668901,Mark Vientos,-62,65.9,69.1701,92.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570482,Gio Urshela,-11,96.5,70.6319,93.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650489,Willi Castro,-9,69.8,74.5924,86.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661388,William Contreras,-5,96.4,78.7831,86.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516782,Starling Marte,4,78.7,71.4764,99.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682985,Riley Greene,-28,73.3,76.148,93.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608841,Joey Meneses,1,97.1,72.1436,95.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656577,Alex Jackson,43,95.6,77.9158,92.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668901,Mark Vientos,16,72.9,69.8791,94.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680776,Jarren Duran,-10,72.2,68.0971,80.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665804,Miguel Amaya,33,93.9,76.4411,92.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642350,Jose Siri,34,105,67.5327,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680776,Jarren Duran,34,91.6,74.0775,84.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650859,Luis Rengifo,-15,91.9,69.801,95.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668227,Randy Arozarena,56,87,69.0241,79.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683737,Michael Busch,72,83.6,69.949,94.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571745,Mitch Haniger,45,96.1,73.3238,94.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467793,Carlos Santana,56,80.3,73.8837,94.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663837,Matt Vierling,19,108.3,71.2142,94.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647351,Abraham Toro,2,98.7,66.1105,95.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596019,Francisco Lindor,9,96.8,67.0708,80,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676609,Jose Caballero,-18,81.1,75.314,92.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647351,Abraham Toro,3,101.2,68.775,92.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664056,Harrison Bader,42,72.8,68.415,78.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663586,Austin Riley,15,108.7,75.0209,98.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641432,Willie Calhoun,9,95.6,63.1225,94.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642708,Amed Rosario,-27,85.4,65.1911,95.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663538,Nico Hoerner,-22,91.9,64.7182,97.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643446,Jeff McNeil,-21,65,44.8587,80.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642708,Amed Rosario,29,98.9,73.5599,84.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680700,Richie Palacios,19,99.8,70.747,87.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657136,Connor Wong,-8,98,78.3125,81.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642350,Jose Siri,60,90.8,73.0675,96.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660688,Keibert Ruiz,-5,90,59.3227,78,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650859,Luis Rengifo,7,96.1,67.6699,86.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643289,Mauricio Dubon,-5,102.2,70.8294,93.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671739,Michael Harris II,49,90.8,74.8189,81.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686469,Vinnie Pasquantino,-6,93.3,71.1987,88.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666624,Christopher Morel,33,53.9,63.8472,94.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673548,Seiya Suzuki,29,102.6,72.711,86.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622534,Manuel Margot,-6,101.2,71.4869,84.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677594,Julio Rodriguez,10,100.2,78.7447,84.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663662,Daz Cameron,34,93,70.3574,80.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690993,Colt Keith,18,92.1,76.8734,81.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672284,Jarred Kelenic,18,96.3,71.9027,94.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682928,CJ Abrams,-44,44.8,58.1382,94.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681351,Logan O'Hoppe,0,98.8,75.5294,91.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694384,Nolan Schanuel,51,62.1,58.3359,84.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643446,Jeff McNeil,-10,101.1,68.5657,88.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663853,Romy Gonzalez,-74,55.7,72.1563,83.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671739,Michael Harris II,-16,91.5,81.796,97.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650490,Yandy Diaz,-9,100.1,71.7627,92.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665742,Juan Soto,-31,103.7,80.6384,89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608348,Carson Kelly,-11,85.2,70.8011,92.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686527,Dominic Canzone,0,97.6,73.5596,89.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642350,Jose Siri,39,92,63.2664,82.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669004,MJ Melendez,13,108.9,74.6671,99.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650402,Gleyber Torres,-5,96.1,68.6071,79.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664238,Dylan Moore,-20,90.7,75.4861,97.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686469,Vinnie Pasquantino,41,90.2,73.4735,96.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663586,Austin Riley,-10,102.1,77.6407,90.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553993,Eugenio Suarez,42,102,73.1176,96.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518735,Yasmani Grandal,37,86.2,63.566,93.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670042,Luke Raley,46,82.9,76.4705,97.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672761,Wenceel Perez,-3,96.7,69.9255,88.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670623,Isaac Paredes,-34,55.4,62.7067,86.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621043,Carlos Correa,40,89.9,78.9653,93.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666158,Gavin Lux,24,93.4,69.5308,89.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592450,Aaron Judge,32,112.3,80.113,91.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600869,Jeimer Candelario,18,92.5,65.7009,92.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677951,Bobby Witt Jr.,13,92.6,68.7254,87.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664983,Jake McCarthy,-20,86.8,71.0876,85.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663616,Trevor Larnach,27,101.7,73.0533,87.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642133,Rowdy Tellez,56,73,73.0227,84.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687401,Joey Ortiz,-20,87.2,67.3459,93.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645277,Ozzie Albies,49,83.9,65.2878,88.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623993,Anthony Santander,12,101.9,74.5123,79.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671218,Heliot Ramos,33,89.3,76.5227,80.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571448,Nolan Arenado,30,92.6,67.0479,79.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518792,Jason Heyward,-4,55.8,75.7177,89.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672356,Gabriel Arias,31,90.6,74.2538,76.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592696,Eddie Rosario,16,105.8,77.1796,83.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665742,Juan Soto,-10,93.7,75.1185,92.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686668,Brenton Doyle,33,94.4,73.3258,90.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673237,Yainer Diaz,-18,67.3,70.9035,80.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664761,Alec Bohm,-1,84.6,74.7177,92.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547180,Bryce Harper,14,102.6,76.3461,78.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666971,Lourdes Gurriel Jr.,62,97.4,70.242,97.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672284,Jarred Kelenic,-22,88.8,71.0415,78.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571745,Mitch Haniger,17,102.1,70.9854,85.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660688,Keibert Ruiz,53,86.3,78.901,82.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669357,Nolan Gorman,41,92.8,70.1393,92.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683011,Anthony Volpe,-66,62.7,66.1555,95.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660707,Elehuris Montero,44,92.7,78.6246,82.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606192,Teoscar Hernandez,40,108.5,76.0506,78.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672580,Maikel Garcia,1,104.5,70.7848,96.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663624,Ryan Mountcastle,34,86.1,68.3781,88.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650490,Yandy Diaz,-8,87.7,73.786,78.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608701,Rob Refsnyder,30,99.1,72.7879,89.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693304,Nick Gonzales,38,95.4,70.3301,94.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592663,J.T. Realmuto,-3,84.6,78.8753,81.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669257,Will Smith,39,97.7,67.6523,79.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665926,Andres Gimenez,14,80.8,65.8416,83.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572233,Christian Walker,31,96.7,75.8586,97.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670770,T.J. Friedl,49,89.6,72.5603,89.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643289,Mauricio Dubon,41,79.7,68.4835,83.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664056,Harrison Bader,72,82.2,72.9233,92.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669304,Jose Miranda,16,99.3,72.5034,93.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656811,Ryan O'Hearn,31,90.4,75.5026,88.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671739,Michael Harris II,12,65.7,77.0965,91.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624585,Jorge Soler,20,93.4,68.9403,86.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656555,Rhys Hoskins,13,90.8,69.866,89.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628451,Andy Ibanez,-18,79.1,67.0103,92.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663647,Ke'Bryan Hayes,6,89.2,75.7164,81.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592178,Kris Bryant,11,102.1,70.9878,94,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668901,Mark Vientos,8,101.2,70.9738,91.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665833,Oneil Cruz,51,89.7,73.5641,83.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553869,Elias Diaz,31,90.2,70.4444,82.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606115,Orlando Arcia,31,97.8,70.3638,78.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676694,Jake Meyers,35,72.1,61.1548,84.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657136,Connor Wong,26,91.8,75.4891,88.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663697,Jonathan India,-2,99.1,68.9829,87.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690993,Colt Keith,22,101,71.5206,82.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686527,Dominic Canzone,60,70,77.4594,97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518692,Freddie Freeman,37,77.6,68.1112,90.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641355,Cody Bellinger,-22,88.6,68.5163,94.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667452,Corey Julks,31,100.4,77.1431,92,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666163,Ben Rortvedt,-9,89.7,69.8377,86.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594807,Adam Duvall,22,98.8,72.3755,84.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570482,Gio Urshela,34,76.2,68.5045,94.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681807,David Fry,35,94.9,70.4472,92,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665487,Fernando Tatis Jr.,21,110,75.8066,84.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683002,Gunnar Henderson,37,98.4,74.9117,86.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609280,Miguel Andujar,-11,96.7,64.8293,94.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621566,Matt Olson,3,106.7,74.3979,78.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622761,Jorge Mateo,2,103.4,70.4976,80.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516782,Starling Marte,15,107.8,74.1822,77.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641857,Ryan McMahon,-38,96.3,70.3946,96.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667670,Brent Rooker,29,61.5,65.864,96.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677800,Wilyer Abreu,39,87.4,77.464,80.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608324,Alex Bregman,-23,47.3,32.1223,80.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676475,Alec Burleson,-7,92.8,72.9002,94,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663728,Cal Raleigh,14,105,76.1173,96.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663837,Matt Vierling,-5,88,67.6982,93.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656305,Matt Chapman,37,99.2,80.3531,87.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677594,Julio Rodriguez,66,72,78.2886,85.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502110,J.D. Martinez,9,89.6,76.6236,79.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656582,Connor Joe,46,85.9,74.6473,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602104,Ramon Urias,31,76.3,74.8138,80.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647304,Josh Naylor,41,93.3,70.0418,79.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624428,Adam Frazier,32,81.2,69.5071,95.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605361,Nick Martini,11,96.9,66.6641,85.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682928,CJ Abrams,30,88.2,61.9565,80.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669224,Austin Wells,59,90.2,74.9549,92.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502054,Tommy Pham,12,106.4,74.1646,93,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679032,Johan Rojas,-4,91.6,72.1641,93.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680776,Jarren Duran,-16,83.6,72.2756,83.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542303,Marcell Ozuna,36,96.8,76.5711,81.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642731,Thairo Estrada,50,81.9,72.4138,89.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663886,Tyler Stephenson,17,84.3,71.3068,92.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656775,Cedric Mullins II,33,82.7,69.8115,88.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642715,Willy Adames,-20,61.6,70.0153,91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682998,Corbin Carroll,9,92.8,73.2811,96.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621439,Byron Buxton,-25,96,76.2237,95.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519203,Anthony Rizzo,5,88.3,72.18,91.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668804,Bryan Reynolds,59,99.6,72.8014,91.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608070,Jose Ramirez,12,106.5,75.2192,92.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573262,Mike Yastrzemski,36,93.4,69.9901,84.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678662,Ezequiel Tovar,30,102.9,73.5229,81.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682641,Luis Matos,37,84,72.6684,86.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680700,Richie Palacios,-3,90.5,62.14,76.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453568,Charlie Blackmon,-5,75,66.2912,89.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678882,Ceddanne Rafaela,42,101,73.1423,83.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605141,Mookie Betts,-6,83.3,64.2559,83.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592885,Christian Yelich,1,105.8,76.233,89.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696285,Jacob Young,-2,86.1,71.51,86.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681297,Colton Cowser,64,97,77.5339,87.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676356,Jonny Deluca,-11,66.9,60.0337,87.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669134,Luis Campusano,29,98.3,66.8468,87.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672279,Mike Siani,-11,90.7,69.5627,81,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650402,Gleyber Torres,30,81.3,57.5897,79.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671289,Tyler Freeman,-51,21.2,11.7302,90.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680757,Steven Kwan,-2,101.4,74.8422,91.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668942,Josh Rojas,-7,101.4,68.9728,97.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669004,MJ Melendez,51,83.3,72.71,86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641584,Jake Fraley,22,75.1,71.5528,93.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701538,Jackson Merrill,8,82.3,58.8711,82.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668901,Mark Vientos,54,93.7,75.6352,86.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670541,Yordan Alvarez,14,81,74.3673,95.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663586,Austin Riley,-10,94.1,71.9548,92.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457705,Andrew McCutchen,10,107.9,78.6416,94.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455117,Martin Maldonado,50,90.6,72.7133,84.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623993,Anthony Santander,8,104.4,72.5497,94.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650859,Luis Rengifo,10,92.6,72.7432,95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641487,J.P. Crawford,16,106.1,75.5049,87.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608336,Joey Gallo,68,76.9,66.2302,94.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595281,Kevin Kiermaier,9,91.9,74.1968,92.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624413,Pete Alonso,13,108.6,78.2458,92.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657077,Alex Verdugo,10,85.8,71.8949,85.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669222,Nick Senzel,-2,87.2,62.0492,95.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686668,Brenton Doyle,24,96,68.6989,95.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645277,Ozzie Albies,47,95.1,72.777,91.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676391,Ernie Clement,-12,89.8,62.4418,78.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649557,Aledmys Diaz,6,96.5,67.84,85.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672284,Jarred Kelenic,-24,81,68.5117,79.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676369,Nelson Velazquez,-72,57.8,63.0949,87.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680777,Ryan Jeffers,-48,72.8,79.8168,87.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608348,Carson Kelly,-26,78.4,70.2221,93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664901,Danny Mendick,-6,67.7,77.0844,85.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
